year,district,region,season,crop,area_hectares,rainfall_mm,temperature_c,humidity_pct,soil_ph,nitrogen_kg_ha,phosphorus_kg_ha,potassium_kg_ha,fertilizer_kg_ha,yield_tonnes_ha,production_tonnes
2004,Buldhana,Vidarbha,Rabi,Gram,762.93,582.6,24.86,53.35,6.87,34.93,27.9,21.69,50.0,1.006,767.25
2007,Dhule,Khandesh,Kharif,Soybean,346.98,548.13,28.17,66.97,7.1,52.78,39.29,22.81,50.0,1.407,488.21
2016,Ratnagiri,Konkan,Kharif,Sugarcane,476.3,3188.43,22.91,67.65,5.73,192.58,54.86,28.42,50.94,12.715,6055.97
2004,Latur,Marathwada,Kharif,Sugarcane,1314.71,675.8,28.03,60.06,7.61,208.64,66.0,20.49,59.46,39.102,51408.24
2000,Jalgaon,Khandesh,Rabi,Onion,306.61,485.81,27.71,64.38,6.85,80.37,30.12,37.88,50.0,11.956,3665.96
2020,Nanded,Marathwada,Rabi,Bajra,1628.24,661.22,28.5,59.36,7.15,60.34,13.48,10.0,50.0,1.011,1646.68
2016,Chandrapur,Vidarbha,Rabi,Wheat,1627.27,1373.99,27.24,66.34,6.68,73.11,22.59,16.24,50.0,0.737,1198.71
2013,Ratnagiri,Konkan,Rabi,Onion,170.61,2503.47,26.9,70.54,5.94,83.71,39.79,10.0,50.0,5.791,988.02
2002,Jalna,Marathwada,Rabi,Jowar,2602.96,707.17,31.78,69.1,7.3,37.39,41.04,17.71,50.0,0.823,2143.5
2014,Amravati,Vidarbha,Kharif,Cotton,1245.38,821.59,28.45,58.53,6.84,84.27,24.55,36.24,50.0,1.822,2268.85
2008,Amravati,Vidarbha,Kharif,Sugarcane,1700.02,825.01,27.4,62.1,6.74,177.71,55.3,28.1,59.99,74.431,126533.85
2006,Aurangabad,Marathwada,Rabi,Wheat,838.93,594.44,27.52,62.86,7.3,98.92,34.11,10.47,50.0,1.085,910.34
2024,Hingoli,Marathwada,Kharif,Jowar,1713.4,563.69,28.89,57.53,6.71,56.73,33.26,26.48,50.0,1.701,2913.86
2010,Buldhana,Vidarbha,Kharif,Soybean,385.11,657.42,22.48,57.54,6.66,57.42,42.61,18.6,50.0,1.552,597.75
2019,Buldhana,Vidarbha,Kharif,Jowar,1685.44,451.12,26.59,62.68,7.18,80.49,40.82,24.71,50.0,1.418,2389.88
2005,Buldhana,Vidarbha,Kharif,Jowar,563.81,786.3,23.54,65.51,7.05,71.0,37.99,28.59,50.0,1.001,564.46
2014,Raigad,Konkan,Rabi,Cotton,1764.17,2514.02,29.78,63.43,6.55,95.34,31.86,45.38,50.0,0.86,1516.34
2012,Solapur,Western Maharashtra,Rabi,Wheat,968.07,630.46,26.92,73.05,7.19,69.01,53.51,19.57,50.0,1.215,1176.64
2006,Osmanabad,Marathwada,Kharif,Jowar,2708.22,694.12,29.72,71.38,7.15,55.77,20.66,10.0,50.0,1.188,3217.45
2002,Palghar,Konkan,Kharif,Maize,1404.6,2217.48,26.6,56.66,6.82,67.51,38.02,24.13,50.0,1.22,1713.12
2007,Thane,Konkan,Kharif,Soybean,1998.22,2023.74,27.76,54.62,6.8,67.69,30.6,25.78,50.0,0.667,1333.09
2018,Dhule,Khandesh,Rabi,Soybean,180.05,484.86,25.91,58.98,7.46,79.76,37.74,13.9,50.0,1.191,214.38
2017,Bhandara,Vidarbha,Kharif,Sugarcane,973.07,1242.95,21.97,53.72,6.78,170.79,48.39,26.45,58.12,32.387,31514.65
2005,Gadchiroli,Vidarbha,Kharif,Gram,324.07,1513.05,26.89,68.89,6.27,49.64,19.95,10.0,50.0,0.274,88.76
2017,Jalna,Marathwada,Rabi,Bajra,2700.77,513.36,24.61,61.89,7.15,76.77,13.05,10.0,50.0,0.985,2660.93
2011,Raigad,Konkan,Kharif,Gram,392.37,2841.28,27.81,73.45,7.23,52.57,21.51,10.0,50.0,0.259,101.56
2008,Dhule,Khandesh,Kharif,Rice,755.09,733.71,23.84,47.86,7.7,137.17,49.93,14.54,50.0,1.106,835.02
2010,Sindhudurg,Konkan,Kharif,Rice,227.61,3415.65,24.48,64.91,6.14,125.76,45.54,34.46,50.0,1.39,316.48
2006,Washim,Vidarbha,Kharif,Wheat,104.58,712.51,24.99,62.96,6.68,54.04,54.38,55.83,50.0,1.821,190.46
2014,Akola,Vidarbha,Kharif,Wheat,318.58,726.84,28.78,64.3,7.22,106.22,47.62,13.0,50.0,0.725,230.87
2002,Parbhani,Marathwada,Kharif,Gram,2581.4,795.89,30.42,68.58,6.63,41.6,34.34,11.09,50.0,0.226,584.2
2001,Thane,Konkan,Kharif,Cotton,568.41,2126.38,28.02,63.48,6.77,93.62,36.01,29.96,56.66,0.909,516.77
2013,Nashik,Western Maharashtra,Kharif,Cotton,894.89,1134.92,26.34,64.41,6.74,89.23,27.16,38.65,55.22,1.577,1411.15
2021,Nandurbar,Khandesh,Kharif,Jowar,653.8,899.84,26.49,68.03,7.68,67.25,10.0,22.98,50.0,0.78,509.91
2017,Solapur,Western Maharashtra,Kharif,Bajra,262.01,481.15,28.33,61.64,7.77,52.16,23.46,32.58,50.0,0.592,155.18
2004,Bhandara,Vidarbha,Rabi,Soybean,476.78,1655.28,27.95,65.3,6.35,66.94,29.93,14.5,50.0,0.787,375.17
2008,Chandrapur,Vidarbha,Rabi,Wheat,1251.19,1069.33,26.19,57.85,6.18,78.74,44.13,47.26,50.0,0.821,1026.97
2013,Akola,Vidarbha,Kharif,Bajra,507.83,794.87,28.88,72.51,7.06,61.55,18.63,16.86,50.0,0.935,475.05
2020,Jalna,Marathwada,Rabi,Jowar,888.38,585.77,25.6,62.09,7.24,51.45,18.61,25.85,50.0,1.285,1141.93
2024,Pune,Western Maharashtra,Kharif,Onion,1185.5,893.25,26.75,65.81,6.43,60.46,46.91,22.31,50.0,14.398,17068.55
2020,Gondia,Vidarbha,Kharif,Wheat,1087.75,1454.95,21.57,59.51,6.09,70.06,39.22,20.08,50.0,0.87,946.15
2024,Sangli,Western Maharashtra,Rabi,Soybean,234.82,643.25,28.35,62.01,7.07,88.54,45.06,13.87,50.0,1.328,311.92
2024,Solapur,Western Maharashtra,Kharif,Onion,409.52,618.29,24.08,66.69,8.24,82.17,26.52,28.87,50.0,3.737,1530.23
2015,Thane,Konkan,Rabi,Sugarcane,3437.55,1100.55,27.04,55.68,6.93,159.4,63.55,16.19,57.09,78.867,271109.23
2017,Latur,Marathwada,Kharif,Maize,709.6,617.35,25.27,52.38,6.96,97.26,34.02,12.21,50.0,2.792,1981.13
2016,Dhule,Khandesh,Kharif,Cotton,380.51,441.25,30.25,64.22,7.08,91.42,31.72,17.09,50.0,1.381,525.39
2017,Pune,Western Maharashtra,Kharif,Maize,671.86,738.74,29.63,56.58,6.81,80.47,27.61,26.9,50.0,2.11,1417.33
2005,Sindhudurg,Konkan,Kharif,Rice,1052.99,2701.28,24.01,58.23,5.74,114.48,73.61,16.11,52.21,0.969,1020.37
2010,Buldhana,Vidarbha,Kharif,Rice,844.66,462.47,31.06,60.72,8.15,124.61,50.3,21.0,50.0,0.479,404.24
2015,Amravati,Vidarbha,Kharif,Soybean,331.9,599.01,28.56,62.06,7.22,92.8,46.95,38.08,50.0,1.257,417.05
2013,Washim,Vidarbha,Kharif,Soybean,581.8,448.77,27.9,48.55,6.91,72.27,51.13,16.94,50.0,1.46,849.7
2017,Bhandara,Vidarbha,Kharif,Onion,215.2,1210.1,25.33,64.59,6.82,75.16,42.66,25.07,50.0,13.115,2822.38
2008,Akola,Vidarbha,Rabi,Onion,1319.08,750.9,24.53,60.3,6.86,60.69,31.35,24.92,50.0,17.347,22882.27
2011,Parbhani,Marathwada,Kharif,Wheat,670.04,654.13,26.99,53.77,7.41,76.94,42.89,34.89,50.0,0.91,609.94
2019,Wardha,Vidarbha,Kharif,Cotton,726.88,1117.88,26.13,64.36,6.91,92.68,31.89,11.38,56.94,1.66,1206.51
2005,Wardha,Vidarbha,Kharif,Rice,254.87,1148.0,23.53,62.7,6.8,101.12,54.8,10.0,50.0,2.219,565.6
2019,Ahmednagar,Western Maharashtra,Rabi,Sugarcane,1573.16,468.78,26.97,64.43,6.9,193.75,56.87,18.95,50.0,56.497,88878.2
2015,Nagpur,Vidarbha,Kharif,Cotton,2196.64,1045.68,28.35,76.58,7.33,91.97,30.64,40.45,50.0,1.683,3696.76
2015,Satara,Western Maharashtra,Rabi,Bajra,1528.7,1276.98,23.21,72.32,6.11,48.01,26.77,26.04,50.0,0.308,470.78
2023,Aurangabad,Marathwada,Kharif,Soybean,304.34,614.47,26.58,60.38,7.53,90.29,36.28,31.23,50.0,1.253,381.38
2020,Latur,Marathwada,Kharif,Maize,304.31,791.58,27.16,62.0,6.88,92.0,49.03,10.0,50.0,3.033,923.07
2006,Akola,Vidarbha,Rabi,Maize,607.08,747.56,28.25,69.13,6.32,86.28,44.53,36.98,50.0,2.38,1444.98
2020,Bhandara,Vidarbha,Kharif,Gram,616.52,903.09,25.36,70.73,5.91,21.92,25.97,22.11,50.0,0.34,209.88
2001,Ratnagiri,Konkan,Kharif,Wheat,987.77,3479.89,27.07,76.95,6.28,92.09,43.2,19.99,50.0,0.682,674.05
2021,Parbhani,Marathwada,Kharif,Wheat,273.7,761.5,25.38,69.57,6.84,77.47,47.01,34.6,50.61,1.707,467.08
2023,Dhule,Khandesh,Rabi,Wheat,331.12,523.82,25.91,63.26,6.98,99.57,54.13,17.99,50.0,2.521,834.8
2001,Mumbai Suburban,Konkan,Kharif,Wheat,439.41,2074.72,27.31,62.36,6.91,72.07,40.56,10.0,53.5,0.677,297.37
2019,Akola,Vidarbha,Kharif,Maize,885.52,698.75,26.12,56.04,5.91,93.76,35.05,20.15,50.0,1.952,1728.95
2016,Gadchiroli,Vidarbha,Rabi,Bajra,430.54,961.16,25.09,61.77,5.95,52.84,35.09,10.0,50.0,0.462,199.12
2000,Nandurbar,Khandesh,Kharif,Cotton,822.2,735.42,24.44,72.02,6.83,108.89,45.23,44.33,50.0,1.345,1105.69
2016,Kolhapur,Western Maharashtra,Rabi,Onion,631.17,2171.8,27.14,63.5,6.32,78.22,22.86,10.0,50.0,5.951,3755.81
2025,Akola,Vidarbha,Kharif,Rice,1255.66,593.52,26.31,76.8,7.31,126.24,58.82,23.62,50.0,2.153,2702.99
2012,Thane,Konkan,Kharif,Onion,1451.81,1806.49,26.8,56.55,6.54,93.22,33.54,28.34,50.0,8.23,11948.74
2005,Gondia,Vidarbha,Rabi,Onion,1948.03,1354.61,26.68,65.38,6.02,85.97,37.39,10.0,50.0,6.425,12516.8
2010,Beed,Marathwada,Kharif,Sugarcane,4480.65,510.17,33.53,60.66,7.34,190.4,51.62,10.0,51.56,22.241,99654.08
2007,Amravati,Vidarbha,Kharif,Gram,1542.13,965.89,31.92,54.75,6.82,39.72,41.8,34.27,50.0,0.2,308.43
2004,Nagpur,Vidarbha,Rabi,Sugarcane,493.14,859.86,22.24,66.36,7.04,180.08,60.17,35.11,70.34,37.834,18657.55
2003,Chandrapur,Vidarbha,Kharif,Rice,2291.75,854.89,26.0,68.21,6.4,117.86,55.76,22.22,53.8,2.725,6245.99
2010,Dhule,Khandesh,Kharif,Cotton,3400.27,617.63,28.46,77.14,7.79,102.3,27.28,46.9,56.17,0.993,3377.17
2008,Parbhani,Marathwada,Kharif,Onion,468.49,924.83,24.96,73.29,6.24,86.2,40.3,15.21,50.0,15.025,7038.89
2010,Washim,Vidarbha,Kharif,Gram,687.51,667.12,31.51,71.08,7.27,22.48,17.19,14.15,50.0,0.2,137.5
2023,Wardha,Vidarbha,Kharif,Wheat,1117.59,976.02,26.6,51.38,6.74,98.16,31.18,14.7,50.0,0.971,1084.8
2007,Nandurbar,Khandesh,Rabi,Sugarcane,1729.95,790.21,26.19,58.95,6.9,185.97,66.7,19.35,53.15,73.129,126509.31
2004,Amravati,Vidarbha,Kharif,Wheat,7309.88,843.35,26.38,61.61,6.49,65.94,44.34,29.87,50.0,1.235,9027.74
2002,Wardha,Vidarbha,Rabi,Onion,1798.27,1013.46,23.77,68.77,6.35,99.66,20.69,22.69,50.0,15.39,27674.84
2018,Gadchiroli,Vidarbha,Rabi,Wheat,582.66,1598.12,30.85,63.31,6.76,78.83,34.51,30.31,50.0,0.22,128.07
2024,Solapur,Western Maharashtra,Kharif,Sugarcane,503.08,644.73,26.19,51.19,6.67,161.74,46.62,54.55,50.0,65.237,32819.41
2022,Gondia,Vidarbha,Kharif,Cotton,10994.14,1085.0,26.72,58.36,6.24,100.17,37.51,27.72,50.0,1.594,17523.42
2000,Solapur,Western Maharashtra,Rabi,Rice,1241.13,491.55,29.03,82.56,6.73,121.1,61.02,42.56,51.96,2.605,3232.96
2020,Osmanabad,Marathwada,Kharif,Rice,712.35,390.78,23.19,62.68,8.12,140.8,36.14,30.33,50.0,0.436,310.93
2016,Mumbai Suburban,Konkan,Kharif,Jowar,846.03,2806.84,27.87,56.41,6.9,61.11,22.39,13.09,50.0,0.719,608.63
2000,Washim,Vidarbha,Kharif,Wheat,336.82,659.39,31.91,71.19,6.96,57.89,54.69,27.07,50.0,0.351,118.29
2008,Satara,Western Maharashtra,Kharif,Soybean,1872.2,914.56,24.96,48.91,6.86,75.63,30.89,35.51,50.0,2.098,3927.8
2019,Osmanabad,Marathwada,Rabi,Sugarcane,469.2,964.45,27.1,75.15,7.28,182.49,44.73,33.88,69.39,50.593,23738.49
2012,Bhandara,Vidarbha,Kharif,Bajra,412.79,998.41,23.28,55.95,6.7,60.53,18.05,23.16,50.0,0.399,164.8
2020,Nanded,Marathwada,Kharif,Jowar,561.26,944.27,25.63,60.05,6.21,72.06,25.18,37.22,50.0,1.068,599.25
2006,Solapur,Western Maharashtra,Kharif,Maize,699.11,445.03,27.49,59.72,7.26,77.09,45.97,28.08,50.0,1.455,1017.35
2002,Mumbai Suburban,Konkan,Rabi,Maize,780.38,1991.1,24.79,58.9,6.69,92.46,17.65,20.78,50.0,1.3,1014.59
2024,Wardha,Vidarbha,Kharif,Jowar,1090.71,1045.07,28.76,64.23,6.43,65.52,38.31,21.52,50.0,0.955,1042.06
2004,Gadchiroli,Vidarbha,Rabi,Bajra,748.14,1175.02,28.27,63.72,6.48,26.26,33.68,24.95,50.0,0.65,486.43
2019,Nanded,Marathwada,Rabi,Soybean,1891.36,1112.81,27.81,63.36,7.06,57.28,44.84,16.82,50.0,1.442,2727.07
2012,Thane,Konkan,Kharif,Cotton,512.86,2718.82,24.51,68.81,7.18,78.0,37.47,22.59,63.24,0.643,329.96
2004,Amravati,Vidarbha,Rabi,Soybean,415.29,412.77,23.26,37.87,7.41,77.82,46.72,12.32,50.0,0.715,296.97
2004,Osmanabad,Marathwada,Rabi,Wheat,640.69,617.16,28.02,62.41,7.51,84.68,51.52,21.8,50.0,0.871,558.13
2021,Dhule,Khandesh,Rabi,Cotton,441.01,683.16,27.25,68.02,7.54,93.66,30.06,37.97,50.0,1.201,529.7
2010,Washim,Vidarbha,Rabi,Onion,437.14,712.92,22.02,54.61,7.15,55.11,35.66,10.0,50.0,14.402,6295.75
2025,Wardha,Vidarbha,Rabi,Rice,3455.33,1070.53,26.24,76.27,6.67,116.02,53.08,37.82,54.54,3.644,12589.68
2019,Satara,Western Maharashtra,Kharif,Soybean,1021.66,675.92,26.55,51.63,6.59,66.28,23.59,24.64,50.0,1.626,1661.34
2003,Latur,Marathwada,Kharif,Jowar,1586.33,594.83,27.4,57.54,7.13,60.85,19.5,10.0,50.0,1.118,1773.79
2023,Amravati,Vidarbha,Kharif,Onion,2287.0,800.55,29.26,53.0,6.64,70.01,47.23,21.95,50.0,11.841,27079.76
2005,Aurangabad,Marathwada,Rabi,Wheat,1245.06,929.98,23.88,56.71,6.6,58.17,52.58,34.87,50.0,1.665,2073.46
2007,Washim,Vidarbha,Kharif,Jowar,392.55,487.3,28.63,43.16,7.09,73.87,23.9,19.93,50.0,1.413,554.51
2003,Mumbai Suburban,Konkan,Kharif,Rice,200.63,2948.67,26.93,76.67,6.34,102.59,49.88,31.99,53.57,1.965,394.25
2021,Dhule,Khandesh,Kharif,Cotton,1070.81,697.24,26.25,59.53,7.34,94.92,43.74,66.28,54.39,1.317,1410.58
2011,Sindhudurg,Konkan,Kharif,Cotton,180.36,3500.1,25.7,69.81,5.77,102.47,36.78,25.96,50.0,0.526,94.85
2002,Nagpur,Vidarbha,Rabi,Soybean,1804.04,1258.56,25.16,59.92,7.22,72.41,36.83,10.0,50.0,1.006,1815.47
2016,Satara,Western Maharashtra,Kharif,Onion,909.15,1074.85,27.73,70.87,6.63,77.27,50.27,10.0,50.0,10.63,9663.98
2001,Dhule,Khandesh,Kharif,Rice,5479.78,616.13,27.35,88.52,7.16,132.68,43.94,14.01,57.83,2.227,12200.83
2020,Jalgaon,Khandesh,Rabi,Soybean,788.89,546.46,30.52,65.69,8.36,87.05,25.41,20.27,50.0,0.2,157.78
2016,Sangli,Western Maharashtra,Kharif,Jowar,632.53,617.79,29.35,57.87,7.85,79.48,33.98,10.0,50.0,0.675,426.8
2022,Thane,Konkan,Rabi,Bajra,312.88,1789.18,28.22,52.3,6.48,64.64,60.89,10.0,50.0,0.738,230.94
2024,Nandurbar,Khandesh,Rabi,Jowar,671.39,838.29,23.77,62.06,7.14,68.59,38.83,30.76,50.0,0.891,598.33
2025,Nanded,Marathwada,Kharif,Onion,4642.67,641.35,26.32,72.64,7.19,85.69,41.14,10.0,50.0,15.064,69936.0
2010,Gondia,Vidarbha,Kharif,Rice,1824.5,870.41,25.25,36.94,6.24,117.62,66.12,21.78,51.31,2.305,4205.56
2022,Latur,Marathwada,Kharif,Soybean,845.22,650.35,28.53,72.96,7.1,64.71,47.1,39.31,50.0,1.547,1307.76
2002,Gondia,Vidarbha,Rabi,Jowar,1042.0,1181.36,21.96,54.17,6.37,49.76,28.23,10.0,50.0,0.449,467.57
2012,Buldhana,Vidarbha,Kharif,Gram,2095.83,724.16,26.19,67.55,7.69,46.66,16.33,13.06,50.0,0.4,839.35
2013,Nashik,Western Maharashtra,Kharif,Gram,689.32,887.09,29.18,65.53,7.11,49.22,25.92,13.24,50.0,0.279,192.35
2020,Chandrapur,Vidarbha,Kharif,Soybean,1690.01,1318.8,26.37,59.15,6.08,55.98,15.62,10.0,50.0,1.029,1739.59
2015,Nanded,Marathwada,Kharif,Rice,259.12,588.4,29.44,58.01,6.77,127.02,62.22,27.89,50.0,2.386,618.3
2016,Osmanabad,Marathwada,Rabi,Jowar,1638.34,697.2,31.46,48.75,7.44,83.08,21.85,22.05,50.0,0.697,1142.73
2021,Gadchiroli,Vidarbha,Kharif,Jowar,2666.16,944.22,25.2,55.43,6.76,83.46,31.1,18.72,50.0,1.13,3013.3
2016,Palghar,Konkan,Kharif,Sugarcane,314.08,1489.81,28.97,60.47,6.83,173.43,62.55,54.13,75.82,70.257,22066.48
2016,Jalgaon,Khandesh,Kharif,Sugarcane,439.84,643.48,29.89,58.47,6.95,213.65,60.68,24.13,68.67,53.278,23433.65
2006,Yavatmal,Vidarbha,Rabi,Bajra,575.47,1035.85,24.53,63.51,7.63,57.84,31.48,20.08,50.0,0.34,195.67
2011,Pune,Western Maharashtra,Kharif,Rice,1607.23,897.61,27.05,84.76,6.91,154.31,36.42,19.4,51.8,3.287,5283.16
2014,Pune,Western Maharashtra,Kharif,Maize,1488.73,731.74,25.53,59.8,6.77,97.91,40.5,44.61,50.0,3.378,5028.86
2000,Aurangabad,Marathwada,Rabi,Rice,2124.33,673.06,27.26,64.42,6.85,113.54,58.68,41.17,50.0,2.713,5763.17
2007,Hingoli,Marathwada,Rabi,Gram,290.58,812.77,26.48,49.21,7.07,46.51,28.77,18.22,50.0,0.64,186.01
2018,Ahmednagar,Western Maharashtra,Kharif,Gram,534.0,629.93,27.98,68.69,6.61,57.29,12.47,28.71,50.0,0.509,272.03
2014,Nandurbar,Khandesh,Rabi,Maize,4255.93,532.36,25.32,64.52,7.03,96.86,34.9,12.11,50.0,2.546,10835.84
2001,Nashik,Western Maharashtra,Kharif,Rice,1382.09,595.67,25.39,65.82,6.91,114.5,51.35,49.28,50.0,2.562,3540.46
2017,Beed,Marathwada,Kharif,Cotton,1245.99,775.23,29.77,54.47,7.35,93.09,24.4,21.39,50.0,1.552,1933.45
2003,Sindhudurg,Konkan,Rabi,Soybean,378.54,3355.79,28.55,69.21,6.12,87.53,36.09,41.03,50.0,0.552,208.86
2011,Kolhapur,Western Maharashtra,Kharif,Jowar,588.29,1312.83,26.74,61.87,6.91,72.57,30.96,28.68,50.0,0.875,514.97
2021,Ahmednagar,Western Maharashtra,Rabi,Soybean,670.21,466.06,23.85,58.08,6.98,64.23,38.36,34.73,50.0,1.451,972.29
2000,Bhandara,Vidarbha,Rabi,Maize,693.17,1178.31,24.11,59.56,6.86,74.31,24.75,31.28,52.79,2.104,1458.61
2006,Wardha,Vidarbha,Kharif,Gram,1792.07,1035.52,28.54,53.14,6.71,36.12,25.29,10.0,50.0,0.325,582.91
2014,Parbhani,Marathwada,Kharif,Wheat,1436.97,624.64,24.64,66.87,6.8,79.74,60.07,19.52,50.0,2.265,3254.75
2001,Kolhapur,Western Maharashtra,Kharif,Sugarcane,295.78,1384.22,26.83,57.22,6.11,183.15,41.34,15.24,62.29,58.118,17190.0
2020,Gondia,Vidarbha,Rabi,Maize,929.23,1315.12,25.8,64.34,6.37,107.42,37.3,32.71,50.0,1.813,1684.42
2014,Nashik,Western Maharashtra,Rabi,Gram,1967.48,777.2,23.98,67.53,7.24,51.62,34.41,19.51,50.0,0.778,1531.19
2014,Ahmednagar,Western Maharashtra,Kharif,Jowar,1340.77,820.79,27.92,78.98,6.72,58.11,32.46,23.19,50.0,1.413,1894.66
2019,Wardha,Vidarbha,Rabi,Sugarcane,774.11,1204.92,26.09,73.27,7.56,181.8,60.87,32.32,55.69,46.813,36238.51
2006,Gadchiroli,Vidarbha,Kharif,Soybean,1800.6,1491.19,25.38,70.16,6.63,56.9,33.58,27.07,50.0,0.865,1557.03
2004,Hingoli,Marathwada,Kharif,Jowar,776.67,963.32,27.72,55.96,6.84,90.06,52.12,17.02,50.0,1.213,942.32
2015,Jalna,Marathwada,Kharif,Wheat,710.09,769.2,29.78,67.74,7.2,94.89,40.69,10.0,50.0,0.568,403.48
2017,Ahmednagar,Western Maharashtra,Rabi,Soybean,857.65,709.09,29.48,64.27,6.12,95.57,54.09,23.65,50.0,1.269,1087.93
2007,Gondia,Vidarbha,Kharif,Gram,408.85,979.6,26.57,64.55,6.12,65.03,10.0,15.21,50.0,0.337,137.75
2014,Wardha,Vidarbha,Rabi,Sugarcane,589.33,953.87,28.06,48.11,7.16,185.65,70.38,32.21,76.84,68.616,40437.65
2024,Buldhana,Vidarbha,Rabi,Wheat,2604.53,718.1,31.52,68.39,7.18,94.75,42.01,22.17,50.0,0.338,879.68
2001,Nandurbar,Khandesh,Kharif,Bajra,510.4,754.3,26.81,69.53,7.01,58.25,27.18,13.37,50.0,0.929,474.11
2002,Solapur,Western Maharashtra,Kharif,Wheat,589.91,424.03,27.69,57.87,7.25,73.34,57.31,21.98,50.0,1.057,623.36
2013,Sangli,Western Maharashtra,Rabi,Rice,166.57,683.94,24.2,64.0,7.29,144.4,58.46,20.53,50.0,1.909,317.91
2004,Pune,Western Maharashtra,Kharif,Wheat,1986.13,830.12,23.59,64.03,6.95,84.62,36.89,32.54,50.0,1.779,3532.62
2002,Palghar,Konkan,Kharif,Sugarcane,2722.75,1832.74,23.06,54.32,6.43,173.31,47.19,50.74,63.36,37.64,102485.21
2020,Gadchiroli,Vidarbha,Kharif,Onion,649.25,1640.92,22.3,67.35,6.19,97.89,31.35,12.37,50.0,7.708,5004.72
2000,Pune,Western Maharashtra,Rabi,Soybean,437.57,767.66,25.77,70.58,6.82,54.6,44.51,10.0,50.0,1.892,827.94
2008,Sindhudurg,Konkan,Kharif,Rice,1396.32,4452.48,29.59,62.41,5.62,98.86,41.41,43.79,66.74,0.808,1128.39
2000,Thane,Konkan,Rabi,Sugarcane,2284.92,1481.04,29.24,52.89,7.13,188.42,76.13,41.62,50.0,66.767,152556.95
2022,Palghar,Konkan,Kharif,Jowar,533.05,1775.18,27.09,45.15,6.61,42.92,26.86,10.0,50.0,0.66,351.86
2006,Kolhapur,Western Maharashtra,Rabi,Bajra,538.57,2144.74,28.45,60.61,6.57,49.89,31.44,29.11,50.0,0.695,374.34
2022,Ahmednagar,Western Maharashtra,Kharif,Cotton,1092.26,546.04,27.03,73.28,6.86,85.06,49.66,48.97,50.0,2.167,2367.44
2023,Satara,Western Maharashtra,Kharif,Gram,643.34,1083.63,28.07,53.08,7.01,70.5,19.67,10.0,50.0,0.294,188.92
2015,Nandurbar,Khandesh,Rabi,Gram,1742.24,860.7,30.65,54.87,6.8,42.15,13.93,14.98,50.0,0.2,348.45
2023,Hingoli,Marathwada,Rabi,Rice,537.7,678.46,32.91,64.86,7.94,136.43,70.43,14.3,50.0,0.769,413.36
2009,Jalgaon,Khandesh,Kharif,Wheat,632.05,505.01,27.45,54.17,7.26,89.4,38.09,26.77,50.0,1.251,790.95
2004,Beed,Marathwada,Kharif,Soybean,1357.55,526.8,24.38,56.51,7.67,80.66,34.76,31.72,50.0,0.831,1127.66
2024,Gondia,Vidarbha,Rabi,Soybean,1408.44,953.59,24.67,48.45,6.19,67.42,35.58,30.17,50.0,1.301,1832.56
2020,Latur,Marathwada,Kharif,Rice,692.77,722.72,27.65,66.31,6.62,104.29,52.81,34.84,50.85,2.607,1806.34
2012,Bhandara,Vidarbha,Rabi,Wheat,898.56,1565.32,27.18,68.6,6.52,89.02,40.46,48.15,50.0,0.622,558.63
2006,Aurangabad,Marathwada,Rabi,Cotton,866.86,466.41,26.61,44.77,6.79,87.61,39.8,22.31,50.0,1.931,1673.59
2017,Nashik,Western Maharashtra,Kharif,Sugarcane,486.11,730.3,25.69,38.7,7.03,183.15,78.61,50.1,51.04,63.125,30685.62
2023,Akola,Vidarbha,Rabi,Cotton,1994.26,511.68,25.75,69.52,7.06,74.77,35.28,28.34,50.0,1.345,2682.93
2003,Washim,Vidarbha,Kharif,Sugarcane,250.95,846.49,29.76,52.81,6.52,140.29,58.4,32.1,50.0,56.367,14145.52
2018,Dhule,Khandesh,Rabi,Sugarcane,460.18,965.47,28.93,62.18,7.19,195.66,49.05,25.68,57.84,57.971,26677.13
2004,Beed,Marathwada,Rabi,Maize,3129.05,490.07,30.37,62.54,7.22,98.36,45.59,21.01,50.0,1.06,3317.59
2012,Aurangabad,Marathwada,Rabi,Onion,747.27,603.56,29.42,63.59,7.06,83.15,43.73,22.54,50.0,10.549,7882.65
2021,Buldhana,Vidarbha,Kharif,Jowar,456.91,774.8,26.81,65.35,7.1,64.39,24.85,40.38,50.0,1.257,574.16
2020,Nanded,Marathwada,Kharif,Jowar,1036.73,802.96,26.58,58.4,7.96,42.96,35.61,16.54,50.0,0.496,514.41
2007,Gadchiroli,Vidarbha,Rabi,Onion,1183.71,1310.93,29.08,64.52,6.62,69.73,22.74,27.94,50.0,5.655,6693.98
2003,Chandrapur,Vidarbha,Rabi,Jowar,897.85,1076.35,27.86,44.66,6.52,78.52,28.47,32.3,50.0,0.761,683.12
2018,Latur,Marathwada,Rabi,Gram,108.91,737.23,22.4,54.07,6.78,25.05,35.81,10.0,50.0,0.977,106.4
2007,Raigad,Konkan,Kharif,Rice,1780.18,2469.34,27.18,49.11,6.41,97.98,52.35,11.11,69.42,2.152,3830.22
2013,Akola,Vidarbha,Rabi,Sugarcane,1552.7,701.22,27.56,67.75,6.77,179.45,77.62,39.33,59.19,63.212,98148.6
2024,Jalgaon,Khandesh,Kharif,Wheat,775.13,575.89,26.92,58.14,6.93,89.1,30.14,29.94,50.0,1.785,1383.33
